trial,slot1,slot2,slot3,jackpot
118,💎,7️⃣,7️⃣,False
119,🍒,🍒,🍒,True
120,🍋,💎,🍋,False
121,💎,7️⃣,🍋,False
122,💎,🍒,⭐,False
123,💎,🍋,7️⃣,False
124,🍋,⭐,🍒,False
125,7️⃣,🍒,💎,False
126,💎,🍋,🍒,False
127,⭐,⭐,🍒,False
128,🍋,💎,7️⃣,False
129,🍋,⭐,💎,False
130,7️⃣,💎,💎,False
131,⭐,💎,7️⃣,False
132,⭐,⭐,⭐,True
133,💎,🍒,🍒,False
134,💎,🍒,7️⃣,False
135,🍒,🍒,🍒,True
136,⭐,🍒,🍋,False
137,🍒,💎,⭐,False
138,🍒,⭐,⭐,False
139,🍒,🍒,⭐,False
140,🍒,🍒,7️⃣,False
141,💎,7️⃣,💎,False
142,💎,7️⃣,💎,False
143,🍋,⭐,🍒,False
144,7️⃣,🍋,7️⃣,False
145,7️⃣,🍋,🍒,False
146,⭐,💎,🍒,False
147,⭐,🍒,⭐,False
148,⭐,💎,💎,False
149,💎,💎,⭐,False
150,🍋,7️⃣,🍒,False
151,7️⃣,🍋,7️⃣,False
152,💎,🍋,🍒,False
153,🍋,7️⃣,⭐,False
154,⭐,7️⃣,🍒,False
155,🍒,💎,💎,False
156,🍋,⭐,🍒,False
157,⭐,7️⃣,7️⃣,False
158,🍒,🍒,🍒,True
159,7️⃣,⭐,🍋,False
160,🍋,🍒,💎,False
161,⭐,7️⃣,7️⃣,False
162,🍒,🍋,💎,False
163,🍋,⭐,🍋,False
164,7️⃣,⭐,7️⃣,False
165,⭐,🍒,🍒,False
166,🍋,7️⃣,7️⃣,False
167,🍋,7️⃣,⭐,False
168,🍋,🍋,🍒,False
169,⭐,💎,🍋,False
170,🍋,⭐,⭐,False
171,🍋,💎,💎,False
172,⭐,🍋,💎,False
173,🍒,⭐,💎,False
174,🍋,⭐,7️⃣,False
175,🍋,💎,🍋,False
176,🍋,🍒,7️⃣,False
177,🍋,⭐,7️⃣,False
178,💎,⭐,🍋,False
179,7️⃣,⭐,7️⃣,False
180,💎,💎,🍒,False
181,⭐,7️⃣,💎,False
182,💎,🍒,⭐,False
183,🍋,⭐,⭐,False
184,⭐,⭐,🍒,False
185,7️⃣,7️⃣,7️⃣,True
186,🍋,7️⃣,⭐,False
187,⭐,7️⃣,💎,False
188,7️⃣,7️⃣,💎,False
189,💎,⭐,🍋,False
190,🍋,⭐,⭐,False
191,💎,🍒,🍋,False
192,7️⃣,7️⃣,🍒,False
193,💎,⭐,💎,False
194,7️⃣,💎,⭐,False
195,⭐,🍒,7️⃣,False
196,🍒,⭐,🍋,False
197,7️⃣,💎,💎,False
198,7️⃣,🍒,⭐,False
199,⭐,💎,🍋,False
200,7️⃣,7️⃣,🍋,False
201,⭐,🍒,🍒,False
202,🍋,💎,💎,False
203,7️⃣,🍒,💎,False
204,7️⃣,🍋,💎,False
205,🍒,🍒,💎,False
206,💎,⭐,🍒,False
207,⭐,💎,7️⃣,False
208,⭐,7️⃣,🍋,False
209,💎,🍒,🍋,False
210,🍋,7️⃣,💎,False
211,🍋,7️⃣,💎,False
212,💎,💎,🍒,False
213,⭐,7️⃣,🍒,False
214,🍋,7️⃣,⭐,False
215,🍋,🍒,7️⃣,False
216,💎,🍋,🍒,False
217,💎,💎,💎,True
218,💎,💎,7️⃣,False
219,💎,7️⃣,7️⃣,False
220,🍒,🍒,🍒,True
221,7️⃣,7️⃣,🍒,False
222,7️⃣,💎,🍋,False
223,🍒,🍋,💎,False
224,🍒,🍒,⭐,False
225,7️⃣,💎,🍋,False
226,🍒,⭐,7️⃣,False
227,💎,💎,🍒,False
228,🍒,7️⃣,⭐,False
229,⭐,💎,🍒,False
230,🍒,🍒,💎,False
231,7️⃣,⭐,🍋,False
232,⭐,🍒,⭐,False
233,🍒,💎,7️⃣,False
234,⭐,💎,🍒,False
235,⭐,🍒,7️⃣,False
236,7️⃣,7️⃣,💎,False
237,🍋,⭐,7️⃣,False
238,🍋,🍋,🍋,True
239,⭐,🍒,7️⃣,False
240,🍋,🍒,⭐,False
241,7️⃣,🍒,🍒,False
242,⭐,7️⃣,7️⃣,False
243,⭐,🍋,🍒,False
244,7️⃣,🍒,7️⃣,False
245,💎,⭐,🍋,False
246,⭐,🍋,💎,False
247,🍋,🍒,🍒,False
248,🍋,🍒,🍋,False
249,🍋,💎,🍋,False
250,🍋,💎,🍒,False
251,🍒,🍋,🍒,False
252,⭐,💎,⭐,False
253,⭐,7️⃣,💎,False
254,🍋,🍒,7️⃣,False
255,⭐,⭐,🍋,False
256,🍋,⭐,🍒,False
257,🍒,💎,💎,False
258,💎,⭐,🍋,False
259,🍒,7️⃣,7️⃣,False
260,🍋,🍒,⭐,False
261,🍋,7️⃣,7️⃣,False
262,7️⃣,🍋,7️⃣,False
263,💎,🍒,🍋,False
264,🍋,🍒,⭐,False
265,7️⃣,🍒,7️⃣,False
266,💎,🍒,🍒,False
267,7️⃣,💎,⭐,False
268,🍋,⭐,🍒,False
269,⭐,🍋,⭐,False
270,🍒,🍒,🍋,False
271,🍒,⭐,7️⃣,False
272,🍒,⭐,💎,False
273,7️⃣,⭐,💎,False
274,💎,7️⃣,💎,False
275,🍋,🍋,💎,False
276,7️⃣,🍋,💎,False
277,⭐,🍋,7️⃣,False
278,💎,🍒,💎,False
279,⭐,🍋,🍒,False
280,7️⃣,🍒,⭐,False
281,🍋,🍒,⭐,False
282,💎,🍒,🍒,False
283,🍒,🍋,🍋,False
284,🍒,🍒,💎,False
285,💎,🍋,⭐,False
286,7️⃣,7️⃣,💎,False
287,💎,🍒,💎,False
288,🍋,7️⃣,🍒,False
289,💎,💎,💎,True
290,⭐,🍋,💎,False
291,🍒,🍋,💎,False
292,7️⃣,7️⃣,🍒,False
293,🍒,⭐,⭐,False
294,🍒,🍋,7️⃣,False
295,🍒,🍒,🍒,True
296,🍒,⭐,🍋,False
297,💎,⭐,⭐,False
298,⭐,7️⃣,🍋,False
299,🍋,⭐,7️⃣,False
300,⭐,💎,🍋,False
301,⭐,🍋,⭐,False
302,💎,🍋,⭐,False
303,🍒,⭐,🍋,False
304,💎,7️⃣,7️⃣,False
305,💎,💎,7️⃣,False
306,⭐,🍋,💎,False
307,🍋,🍒,7️⃣,False
308,7️⃣,7️⃣,💎,False
309,⭐,💎,💎,False
310,⭐,🍋,⭐,False
311,🍒,🍒,💎,False
312,⭐,🍒,⭐,False
313,7️⃣,💎,⭐,False
314,🍒,💎,⭐,False
315,⭐,⭐,🍋,False
316,🍋,⭐,🍋,False
317,⭐,7️⃣,🍋,False
318,⭐,7️⃣,🍋,False
319,💎,🍋,7️⃣,False
320,🍋,⭐,⭐,False
321,💎,💎,⭐,False
322,🍒,🍒,🍋,False
323,⭐,🍒,🍒,False
324,💎,7️⃣,🍋,False
325,🍋,🍋,🍒,False
326,🍋,💎,🍋,False
327,🍋,🍒,🍒,False
328,🍒,7️⃣,🍒,False
329,🍋,💎,💎,False
330,💎,🍋,🍋,False
331,🍋,🍒,7️⃣,False
332,🍒,⭐,💎,False
333,🍋,🍋,7️⃣,False
334,⭐,🍋,🍒,False
335,🍒,🍋,🍋,False
336,⭐,🍋,💎,False
337,7️⃣,⭐,⭐,False
338,🍒,💎,7️⃣,False
339,⭐,⭐,🍋,False
340,⭐,🍒,⭐,False
341,⭐,⭐,🍒,False
342,7️⃣,🍋,7️⃣,False
343,🍋,🍋,7️⃣,False
344,🍋,7️⃣,💎,False
345,🍋,7️⃣,💎,False
346,⭐,🍒,🍒,False
347,🍒,🍋,7️⃣,False
348,💎,🍒,⭐,False
349,💎,7️⃣,🍒,False
350,💎,💎,🍒,False
351,🍒,7️⃣,7️⃣,False
352,💎,🍒,🍋,False
353,🍋,🍒,💎,False
354,🍒,🍋,🍋,False
355,7️⃣,🍋,⭐,False
356,💎,🍒,🍒,False
357,7️⃣,7️⃣,💎,False
358,7️⃣,7️⃣,🍒,False
359,⭐,💎,🍋,False
360,🍒,🍋,💎,False
361,💎,🍒,🍒,False
362,💎,🍋,🍒,False
363,🍋,⭐,⭐,False
364,🍒,🍋,⭐,False
365,🍋,💎,7️⃣,False
366,🍋,🍒,💎,False
367,🍋,🍒,🍋,False
368,💎,⭐,🍒,False
369,🍒,7️⃣,💎,False
370,🍒,🍋,7️⃣,False
371,7️⃣,🍋,💎,False
372,🍒,7️⃣,🍋,False
373,🍒,🍒,⭐,False
374,7️⃣,💎,⭐,False
375,7️⃣,🍒,7️⃣,False
376,🍒,⭐,⭐,False
377,⭐,7️⃣,💎,False
378,7️⃣,💎,🍋,False
379,🍋,⭐,💎,False
380,7️⃣,7️⃣,🍒,False
381,🍒,⭐,🍋,False
382,7️⃣,💎,🍋,False
383,💎,7️⃣,7️⃣,False
384,🍋,7️⃣,🍋,False
385,7️⃣,💎,🍋,False
386,💎,💎,💎,True
387,💎,7️⃣,⭐,False
388,🍋,⭐,💎,False
389,7️⃣,7️⃣,🍋,False
390,7️⃣,💎,⭐,False
391,7️⃣,🍋,🍋,False
392,🍋,💎,🍒,False
393,🍒,⭐,🍋,False
394,7️⃣,7️⃣,⭐,False
395,⭐,7️⃣,7️⃣,False
396,💎,🍋,🍒,False
397,💎,💎,⭐,False
398,⭐,🍒,⭐,False
399,⭐,🍒,💎,False
400,⭐,7️⃣,🍒,False
401,💎,🍋,🍋,False
402,🍋,🍋,⭐,False
403,💎,7️⃣,🍒,False
404,💎,⭐,🍒,False
405,🍋,💎,7️⃣,False
406,🍋,🍒,💎,False
407,💎,💎,⭐,False
408,💎,💎,💎,True
409,🍒,7️⃣,7️⃣,False
410,🍒,💎,🍋,False
411,🍒,⭐,7️⃣,False
412,7️⃣,🍋,7️⃣,False
413,7️⃣,7️⃣,🍒,False
414,7️⃣,🍒,7️⃣,False
415,⭐,🍒,7️⃣,False
416,⭐,🍋,⭐,False
417,🍋,7️⃣,⭐,False
418,🍒,🍒,7️⃣,False
419,🍋,💎,🍒,False
420,💎,💎,⭐,False
421,7️⃣,🍋,7️⃣,False
422,🍋,🍒,7️⃣,False
423,7️⃣,💎,💎,False
424,⭐,🍒,⭐,False
425,🍋,🍒,🍒,False
426,⭐,🍋,⭐,False
427,💎,🍒,⭐,False
428,🍋,🍋,🍒,False
429,🍋,🍒,⭐,False
430,7️⃣,🍋,7️⃣,False
431,🍒,⭐,🍋,False
432,🍋,🍒,🍋,False
433,🍋,7️⃣,🍒,False
434,7️⃣,💎,🍋,False
435,⭐,💎,7️⃣,False
436,💎,🍒,7️⃣,False
437,🍋,7️⃣,⭐,False
438,🍒,🍋,7️⃣,False
439,💎,🍋,🍒,False
440,⭐,💎,⭐,False
441,⭐,⭐,💎,False
442,7️⃣,🍒,💎,False
443,⭐,7️⃣,7️⃣,False
444,🍋,🍋,7️⃣,False
445,⭐,🍋,💎,False
446,⭐,⭐,💎,False
447,⭐,⭐,🍋,False
448,⭐,🍋,🍋,False
449,⭐,⭐,7️⃣,False
450,⭐,💎,💎,False
451,🍋,7️⃣,7️⃣,False
452,🍋,7️⃣,🍒,False
453,⭐,7️⃣,⭐,False
454,7️⃣,🍒,💎,False
455,🍒,🍒,💎,False
456,🍋,💎,🍒,False
457,7️⃣,7️⃣,🍒,False
458,7️⃣,7️⃣,⭐,False
459,💎,⭐,🍒,False
460,💎,🍒,⭐,False
461,🍋,💎,7️⃣,False
462,🍋,🍒,🍒,False
463,🍋,7️⃣,7️⃣,False
464,7️⃣,🍋,⭐,False
465,🍒,🍒,🍒,True
466,🍋,7️⃣,7️⃣,False
467,💎,⭐,🍒,False
468,🍒,🍒,🍒,True
469,🍋,🍒,🍋,False
470,7️⃣,💎,💎,False
471,🍋,🍋,⭐,False
472,💎,🍋,⭐,False
473,🍒,7️⃣,🍒,False
474,🍒,💎,💎,False
475,7️⃣,💎,🍋,False
476,7️⃣,🍒,🍒,False
477,7️⃣,🍒,🍋,False
478,🍋,💎,⭐,False
479,💎,🍒,💎,False
480,🍒,🍒,🍒,True
481,⭐,🍒,7️⃣,False
482,⭐,7️⃣,🍋,False
483,7️⃣,🍒,💎,False
484,7️⃣,7️⃣,🍋,False
485,🍋,🍋,⭐,False
486,7️⃣,🍒,7️⃣,False
487,⭐,7️⃣,💎,False
488,7️⃣,🍋,💎,False
489,7️⃣,💎,⭐,False
490,🍋,💎,⭐,False
491,🍒,🍒,🍒,True
492,🍋,7️⃣,🍋,False
493,💎,⭐,💎,False
494,7️⃣,🍋,🍒,False
495,💎,🍋,7️⃣,False
496,7️⃣,🍒,🍒,False
497,💎,🍋,💎,False
498,🍋,💎,⭐,False
499,⭐,🍒,7️⃣,False
500,⭐,💎,⭐,False
501,💎,🍒,🍒,False
502,🍒,🍋,7️⃣,False
503,🍋,🍋,🍋,True
504,7️⃣,🍒,7️⃣,False
505,💎,7️⃣,7️⃣,False
506,🍒,🍒,⭐,False
507,7️⃣,💎,7️⃣,False
508,💎,⭐,🍋,False
509,7️⃣,💎,🍒,False
510,🍋,💎,7️⃣,False
511,🍋,7️⃣,🍋,False
512,🍋,💎,7️⃣,False
513,🍒,⭐,💎,False
514,7️⃣,🍒,💎,False
515,🍒,7️⃣,7️⃣,False
516,🍋,💎,🍒,False
517,⭐,🍒,🍒,False
518,⭐,⭐,🍋,False
519,7️⃣,🍋,💎,False
520,7️⃣,7️⃣,💎,False
521,7️⃣,7️⃣,7️⃣,True
522,⭐,⭐,🍒,False
523,7️⃣,💎,7️⃣,False
524,7️⃣,🍒,🍋,False
525,⭐,🍋,7️⃣,False
526,⭐,⭐,🍋,False
527,🍋,🍒,⭐,False
528,🍋,🍒,🍒,False
529,7️⃣,7️⃣,⭐,False
530,🍒,💎,🍒,False
531,7️⃣,🍒,7️⃣,False
532,⭐,🍒,🍋,False
533,7️⃣,⭐,7️⃣,False
534,⭐,7️⃣,💎,False
535,🍒,💎,🍒,False
536,⭐,⭐,🍋,False
537,7️⃣,🍋,⭐,False
538,💎,⭐,⭐,False
539,🍋,7️⃣,🍒,False
540,🍋,💎,🍋,False
541,💎,7️⃣,⭐,False
542,💎,7️⃣,🍒,False
543,7️⃣,💎,🍒,False
544,7️⃣,7️⃣,💎,False
545,⭐,7️⃣,🍒,False
546,7️⃣,💎,🍋,False
547,⭐,⭐,⭐,True
548,💎,💎,⭐,False
549,💎,⭐,💎,False
550,🍒,🍋,🍋,False
551,🍋,7️⃣,🍒,False
552,⭐,💎,🍒,False
553,🍋,7️⃣,⭐,False
554,⭐,7️⃣,🍒,False
555,7️⃣,🍋,⭐,False
556,7️⃣,7️⃣,⭐,False
557,💎,7️⃣,💎,False
558,7️⃣,💎,🍒,False
559,⭐,7️⃣,7️⃣,False
560,🍒,💎,🍒,False
561,💎,⭐,🍒,False
562,🍋,⭐,🍒,False
563,🍋,💎,🍒,False
564,7️⃣,💎,⭐,False
565,⭐,🍋,🍋,False
566,💎,7️⃣,🍒,False
567,⭐,💎,🍋,False
568,🍒,💎,🍋,False
569,🍋,🍋,⭐,False
570,7️⃣,🍋,⭐,False
571,🍋,🍒,7️⃣,False
572,⭐,🍒,⭐,False
573,🍋,💎,🍒,False
574,7️⃣,7️⃣,💎,False
575,🍋,7️⃣,💎,False
576,🍒,🍒,7️⃣,False
577,💎,⭐,💎,False
578,🍒,🍋,🍋,False
579,💎,7️⃣,⭐,False
580,⭐,7️⃣,🍋,False
581,🍋,🍋,💎,False
582,🍋,💎,🍋,False
583,7️⃣,⭐,💎,False
584,7️⃣,⭐,🍒,False
585,⭐,💎,⭐,False
586,🍒,🍒,🍋,False
587,7️⃣,7️⃣,🍋,False
588,7️⃣,💎,💎,False
589,🍋,🍒,⭐,False
590,7️⃣,⭐,🍋,False
591,🍒,💎,💎,False
592,💎,🍒,⭐,False
593,💎,🍒,💎,False
594,7️⃣,🍋,🍋,False
595,🍋,🍒,🍋,False
596,🍋,7️⃣,🍋,False
597,🍒,🍋,7️⃣,False
598,⭐,7️⃣,🍒,False
599,🍒,7️⃣,⭐,False
600,💎,💎,⭐,False
601,7️⃣,7️⃣,🍋,False
602,⭐,⭐,7️⃣,False
603,🍋,🍋,⭐,False
604,7️⃣,🍒,🍒,False
605,🍒,🍋,🍋,False
606,⭐,🍋,⭐,False
607,⭐,7️⃣,⭐,False
608,🍒,🍋,🍒,False
609,🍋,🍋,7️⃣,False
610,🍋,🍒,💎,False
611,7️⃣,🍒,7️⃣,False
612,💎,💎,🍋,False
613,🍋,💎,💎,False
614,7️⃣,7️⃣,🍒,False
615,🍋,🍒,💎,False
616,🍒,🍒,🍋,False
617,⭐,💎,🍋,False
618,💎,🍒,🍋,False
619,🍋,💎,💎,False
620,⭐,7️⃣,🍒,False
621,7️⃣,💎,🍋,False
622,💎,💎,7️⃣,False
623,⭐,🍋,🍋,False
624,💎,⭐,🍒,False
625,⭐,⭐,💎,False
626,7️⃣,🍋,💎,False
627,🍒,⭐,🍋,False
628,🍒,🍋,⭐,False
629,7️⃣,⭐,7️⃣,False
630,7️⃣,🍒,💎,False
631,💎,💎,🍋,False
632,🍋,⭐,🍒,False
633,🍋,7️⃣,⭐,False
634,💎,🍋,7️⃣,False
635,🍋,🍋,🍒,False
636,7️⃣,⭐,💎,False
637,💎,⭐,🍒,False
638,💎,💎,⭐,False
639,💎,⭐,⭐,False
640,💎,💎,💎,True
641,💎,💎,💎,True
642,💎,7️⃣,🍋,False
643,⭐,💎,🍋,False
644,💎,💎,⭐,False
645,🍒,💎,7️⃣,False
646,🍒,⭐,🍒,False
647,🍒,🍒,💎,False
648,💎,🍒,🍒,False
649,🍒,🍋,⭐,False
650,7️⃣,🍋,🍋,False
651,💎,7️⃣,💎,False
652,7️⃣,💎,⭐,False
653,⭐,⭐,🍒,False
654,💎,7️⃣,7️⃣,False
655,🍋,🍋,7️⃣,False
656,🍋,💎,💎,False
657,7️⃣,🍒,⭐,False
658,🍋,🍒,💎,False
659,🍋,⭐,🍋,False
660,💎,🍒,🍒,False
661,7️⃣,7️⃣,⭐,False
662,🍒,7️⃣,💎,False
663,🍒,💎,🍒,False
664,🍒,⭐,⭐,False
665,🍋,🍋,🍒,False
666,🍋,🍋,💎,False
667,⭐,🍋,💎,False
668,7️⃣,7️⃣,💎,False
669,⭐,🍒,🍒,False
670,🍒,💎,⭐,False
671,🍒,🍒,💎,False
672,⭐,⭐,🍒,False
673,⭐,🍒,💎,False
674,7️⃣,🍋,7️⃣,False
675,🍋,🍋,7️⃣,False
676,🍒,⭐,⭐,False
677,⭐,⭐,7️⃣,False
678,⭐,🍒,🍋,False
679,🍋,⭐,7️⃣,False
680,💎,7️⃣,🍒,False
681,💎,🍒,🍒,False
682,🍋,🍒,🍋,False
683,⭐,🍒,🍋,False
684,⭐,💎,7️⃣,False
685,🍒,7️⃣,🍒,False
686,💎,⭐,🍋,False
687,💎,🍒,💎,False
688,⭐,🍒,🍒,False
689,7️⃣,7️⃣,💎,False
690,🍒,🍒,7️⃣,False
691,🍋,🍒,⭐,False
692,🍒,💎,💎,False
693,🍋,7️⃣,💎,False
694,7️⃣,🍒,⭐,False
695,⭐,7️⃣,7️⃣,False
696,7️⃣,⭐,7️⃣,False
697,⭐,⭐,🍒,False
698,⭐,💎,🍋,False
699,🍒,💎,💎,False
700,🍒,🍒,💎,False
701,7️⃣,7️⃣,⭐,False
702,🍋,⭐,7️⃣,False
703,🍒,🍒,🍒,True
704,7️⃣,🍒,🍋,False
705,🍒,⭐,⭐,False
706,⭐,⭐,⭐,True
707,💎,🍒,7️⃣,False
708,🍒,⭐,🍒,False
709,🍋,🍋,7️⃣,False
710,🍒,⭐,⭐,False
711,⭐,7️⃣,🍒,False
712,7️⃣,💎,⭐,False
713,💎,7️⃣,💎,False
714,⭐,🍋,🍒,False
715,🍒,🍒,🍒,True
716,7️⃣,🍋,🍒,False
717,⭐,💎,🍋,False
718,7️⃣,⭐,⭐,False
719,🍒,🍒,7️⃣,False
720,🍋,⭐,7️⃣,False
721,💎,🍒,7️⃣,False
722,🍋,7️⃣,7️⃣,False
723,7️⃣,💎,7️⃣,False
724,🍋,7️⃣,🍋,False
725,🍋,🍋,7️⃣,False
726,7️⃣,⭐,🍋,False
727,💎,7️⃣,⭐,False
728,💎,🍋,💎,False
729,🍒,🍒,7️⃣,False
730,🍋,⭐,🍋,False
731,💎,⭐,7️⃣,False
732,7️⃣,🍒,💎,False
733,🍒,💎,🍒,False
734,🍒,7️⃣,💎,False
735,🍋,🍒,7️⃣,False
736,🍋,⭐,7️⃣,False
737,🍒,💎,⭐,False
738,7️⃣,⭐,⭐,False
739,⭐,🍋,🍋,False
740,🍋,⭐,🍒,False
741,🍋,7️⃣,🍒,False
742,🍋,7️⃣,💎,False
743,💎,💎,7️⃣,False
744,🍒,💎,⭐,False
745,7️⃣,7️⃣,7️⃣,True
746,7️⃣,💎,💎,False
747,🍋,7️⃣,🍋,False
748,🍋,7️⃣,⭐,False
749,🍒,🍒,7️⃣,False
750,7️⃣,🍋,💎,False
751,⭐,⭐,🍋,False
752,🍋,🍋,7️⃣,False
753,🍒,7️⃣,💎,False
754,🍋,💎,💎,False
755,💎,7️⃣,🍋,False
756,7️⃣,7️⃣,🍒,False
757,💎,⭐,⭐,False
758,🍋,7️⃣,🍒,False
759,🍋,⭐,⭐,False
760,7️⃣,⭐,7️⃣,False
761,7️⃣,🍋,⭐,False
762,7️⃣,💎,7️⃣,False
763,🍒,💎,🍒,False
764,7️⃣,💎,7️⃣,False
765,⭐,🍒,🍒,False
766,💎,⭐,🍋,False
767,7️⃣,🍒,⭐,False
768,🍒,🍒,⭐,False
769,💎,💎,🍒,False
770,⭐,💎,🍋,False
771,⭐,🍋,⭐,False
772,7️⃣,💎,💎,False
773,💎,💎,7️⃣,False
774,7️⃣,🍒,💎,False
775,💎,💎,💎,True
776,7️⃣,7️⃣,⭐,False
777,⭐,7️⃣,7️⃣,False
778,🍒,⭐,🍋,False
779,💎,🍋,⭐,False
780,🍒,7️⃣,7️⃣,False
781,🍋,🍋,🍋,True
782,🍒,⭐,🍒,False
783,🍋,💎,💎,False
784,🍋,🍒,⭐,False
785,🍋,💎,🍒,False
786,💎,⭐,⭐,False
787,7️⃣,⭐,💎,False
788,7️⃣,🍋,🍒,False
789,⭐,7️⃣,💎,False
790,🍒,💎,7️⃣,False
791,🍋,⭐,💎,False
792,🍒,🍋,💎,False
793,7️⃣,7️⃣,🍒,False
794,🍋,💎,💎,False
795,💎,🍋,💎,False
796,7️⃣,🍋,7️⃣,False
797,🍒,🍋,💎,False
798,⭐,🍒,⭐,False
799,🍋,⭐,🍋,False
800,🍒,💎,🍒,False
801,⭐,💎,7️⃣,False
802,🍋,7️⃣,⭐,False
803,🍋,💎,⭐,False
804,🍒,⭐,🍒,False
805,🍋,7️⃣,⭐,False
806,7️⃣,7️⃣,🍋,False
807,🍒,🍒,🍒,True
808,💎,💎,7️⃣,False
809,🍋,⭐,⭐,False
810,⭐,💎,7️⃣,False
811,💎,⭐,⭐,False
812,🍒,💎,🍒,False
813,⭐,🍒,💎,False
814,🍒,🍋,7️⃣,False
815,⭐,⭐,🍒,False
816,⭐,💎,💎,False
817,💎,🍋,🍒,False
818,💎,🍋,🍋,False
819,7️⃣,💎,⭐,False
820,💎,⭐,🍋,False
821,⭐,🍋,💎,False
822,7️⃣,7️⃣,🍒,False
823,🍒,🍋,💎,False
824,⭐,💎,7️⃣,False
825,💎,💎,⭐,False
826,🍒,7️⃣,🍋,False
827,7️⃣,⭐,7️⃣,False
828,💎,🍋,🍋,False
829,7️⃣,🍋,⭐,False
830,💎,🍒,⭐,False
831,7️⃣,⭐,💎,False
832,🍋,🍒,⭐,False
833,⭐,⭐,⭐,True
834,🍋,🍋,💎,False
835,⭐,7️⃣,7️⃣,False
836,🍒,🍒,7️⃣,False
